review,rate
movie so bad quickly enter pantheon of wreckage include battlefield earth showgirl,0
more of career curio major work,0
just too bad screenwriter eventually shoot foot with cop flick cliche like oily arm dealer squad car pile up requisite scream captain,0
cox far more concerned with aggrandize madness not man result might drive crazy,0
influence chiefly humanity great shame reality show reality show god sake crime should punishable chainsaw,0
take whole tuxedo do not add up whole lot,0
have come learn many time have finger count on jason killer who do not know meaning of word quit filmmaker might want look up,0
frustrating tweener too slick contrived exploitative art house too cynical small decadent mall,0
what surprising about traditional thriller moderately successful but not completely satisfying exactly how genteel unsurprising execution turn out,0
drown too good sucker,0
instantly forgettable snow stuntwork extravaganza likely will upstage avalanche of more appealing holiday season product,0
frankly pretty stupid have more fun with ben stiller zoolander which think rather clever but plenty offend everyone,0
love liza festival film would have well off stay on festival circuit,0
thing like about murder number but end disparate element do not gel,0
tackle low budget movie which inexperienced child play two main character might not good way cut tooth film industry,0
quite frankly can not see why actor of talent would ever work mcculloch production again if look how movie turn out,0
precious new star war movie lumbering wheezy drag,0
innocence of holiday cheer not what use,0
too campy work straight drama too violent sordid function comedy vulgar truly thankfully one of kind work,0
horrid little propaganda film with fascinating connection not only serb but also network of american right wing extremist,0
should have straight video look like action movie but so poorly make on level do not even qualify spoof of such,0
supremely unfunny unentertaining watch middle age old man drink excess piss on tree one another put on show drag,0
consider film celluloid litmus test intellectual emotional pedigree of date giant step backward director admire,0
boring pretentious muddle use sensational real life century crime metaphor well not exactly sure what have dramatic weight of raindrop,0
sheridan have wonderful account work but curiously water down turn grit vulnerability into light reading,0
heavy with flabby roll of typical toback machination,0
